Period,Address,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Latitude,Longitude
2018-5-28T23:0:0,london bushy park,43.1,68,61.4,48.5,63.47,,21.9,22.8,252.41,0,0,,9.3,9.3,1014.6,-33.09275,27.7539
2018-5-29T23:0:0,london bushy park,42.9,68.1,60.4,45.6,58.96,,10.3,18.3,139.93,0,0,,18.6,0,1021.7,-33.09275,27.7539
2018-5-30T23:0:0,london bushy park,55.5,71.7,62.9,47.5,58.32,,15,28.9,184.71,0,0,,12.4,3.3,1015.4,-33.09275,27.7539
2018-5-31T23:0:0,london bushy park,41.6,77.1,61.7,41.9,52.68,,34.4,50.8,275.47,0,0,,12.4,7,1009.5,-33.09275,27.7539
2018-6-1T23:0:0,london bushy park,49.9,71.7,61.1,48.2,64.11,,10.3,38,180.71,0,4,,18.6,0,1021.7,-33.09275,27.7539
2018-6-2T23:0:0,london bushy park,43.4,66.2,58.7,46.3,63.79,,21.9,23,251.81,0,0,,6.2,22.3,1020.6,-33.09275,27.7539
2018-6-3T23:0:0,london bushy park,44.9,60.9,55.8,47.6,74.12,,11.4,22.8,275,0,4,,6.7,32.7,1034.1,-33.09275,27.7539
2018-6-4T23:0:0,london bushy park,51.1,68.1,59.8,45.8,60.5,,15,16.1,162.61,0,0,,,0,1032.5,-33.09275,27.7539
2018-6-5T23:0:0,london bushy park,53.7,71.7,61.7,45.7,56.93,,9.2,10.3,90.12,0,0,,,0,1027.3,-33.09275,27.7539
2018-6-6T23:0:0,london bushy park,49.4,87.9,70.7,40.2,37.45,84.2,17.2,17.2,270.29,0,0,,24.9,0,1020.4,-33.09275,27.7539
2018-6-7T23:0:0,london bushy park,57.3,69.9,63.4,52.1,68.11,,10.2,16.1,185.35,0,0,,,0,,-33.09275,27.7539
2018-6-8T23:0:0,london bushy park,47,86.1,69.1,41.9,42.65,82.7,17.2,18.3,274.53,0,0,,,0,1016.2,-33.09275,27.7539
2018-6-9T23:0:0,london bushy park,45.8,64.3,60,49.1,67.76,,15.9,13.9,279.88,0,0,,12.4,5.2,1021.6,-33.09275,27.7539
2018-6-10T23:0:0,london bushy park,50.1,69.9,59.4,48.6,68.38,,11.4,11.4,181.67,0,0,,18.6,0,1028.5,-33.09275,27.7539
2018-6-11T23:0:0,london bushy park,50.1,82.5,66.5,40.3,40.45,80.5,12.8,25.3,227.12,0,0,,18.6,0,1025.4,-33.09275,27.7539
2018-6-12T23:0:0,london bushy park,60.9,84.3,73.3,38.5,29.07,81.6,13.9,25.3,295.24,0,0,,,0,,-33.09275,27.7539
2018-6-13T23:0:0,london bushy park,64.7,84.3,74.6,40.1,29.93,81.5,17.4,49.4,321.83,0,0,,12.4,0,1015.7,-33.09275,27.7539
2018-6-14T23:0:0,london bushy park,54.8,75.3,64.3,45.9,55.74,,23,35.8,283.61,0,0,,6.2,0.5,1009.3,-33.09275,27.7539
2018-6-15T23:0:0,london bushy park,40.7,68.1,59.3,37.4,46.05,,29.6,24.2,270.12,0,0,,37.3,0,1013.8,-33.09275,27.7539
2018-6-16T23:0:0,london bushy park,48.8,73.5,63.6,36.6,38.46,,18.3,39.1,157.89,0,0,,24.9,0,1023.1,-33.09275,27.7539
2018-6-17T23:0:0,london bushy park,48.5,68.1,63.4,51.3,66.39,,18.1,20.8,240.67,0,0,,10.7,14,1010.9,-33.09275,27.7539
2018-6-18T23:0:0,london bushy park,40.2,71.7,60.9,45.6,59.3,,24.2,18.3,274.71,0,0,,9.9,7.6,1016.5,-33.09275,27.7539
2018-6-19T23:0:0,london bushy park,40.2,68.1,57.3,40.1,54.2,,10.2,22.7,208.88,0,0,,24.9,0,1023.6,-33.09275,27.7539
2018-6-20T23:0:0,london bushy park,54.1,73.5,62.4,48.8,62.85,,9.2,18.3,159.22,0,0,,18.6,0,1024.7,-33.09275,27.7539
2018-6-21T23:0:0,london bushy park,44.3,68.1,59.9,45.7,60.1,,15.9,10.3,247.94,0,0,,15.5,1.7,1023,-33.09275,27.7539
2018-6-22T23:0:0,london bushy park,49.4,75.3,61.6,40,48.55,,10.4,28.9,214.31,0,0,,,0.6,1021.9,-33.09275,27.7539
2018-6-23T23:0:0,london bushy park,51.8,68.1,59.6,44,57.99,,15,19.7,254.24,0,0,,12.4,0,1018.6,-33.09275,27.7539
2018-6-24T23:0:0,london bushy park,45.6,68.1,59,48.5,69.2,,12.8,10.3,235.53,0,0,,8.1,3.5,1020.2,-33.09275,27.7539
2018-6-25T23:0:0,london bushy park,49.7,73.5,64.6,48.4,57.45,,17.2,21.9,69.18,0,0,,,0,,-33.09275,27.7539
2018-6-26T23:0:0,london bushy park,44,68.8,62.3,51.4,69.12,,21.9,25.3,235.21,0,4,,8.3,17.2,1015.8,-33.09275,27.7539
2018-6-27T23:0:0,london bushy park,42.5,64.5,56,41.5,59.37,,18.3,22.9,238.78,0,4,,9.9,9.4,1025.1,-33.09275,27.7539
2018-6-28T23:0:0,london bushy park,48.3,68.1,59.2,40.2,50.52,,9.2,12.8,206.72,0,0,,18.6,1.6,1020.3,-33.09275,27.7539
2018-6-29T23:0:0,london bushy park,46.5,68.1,59.7,45.8,61.37,,17.1,17.2,254.65,0,4,,6.2,9.9,,-33.09275,27.7539
2018-6-30T23:0:0,london bushy park,57.3,86.1,71.4,35.1,30.89,82.7,15,33.3,246.18,0,0,,,0,1016.1,-33.09275,27.7539
2018-7-1T23:0:0,london bushy park,39.5,60.9,55.5,33.6,46.81,,31.1,27.7,272.59,0.1,8,,7.1,14.6,1005.4,-33.09275,27.7539
2018-7-2T23:0:0,london bushy park,40.7,64.5,54.8,28.9,39.25,,16.1,33.3,267,0,0,,40.4,0,1029.8,-33.09275,27.7539
2018-7-3T23:0:0,london bushy park,39.3,69.8,55.3,31.2,42.79,,14.8,10.3,266.07,0,0,,18.6,0,1033.1,-33.09275,27.7539
2018-7-4T23:0:0,london bushy park,43.1,71.7,57.4,37,49.72,,11.4,8.1,247.53,0,0,,24.9,0,1036.7,-33.09275,27.7539
2018-7-5T23:0:0,london bushy park,44.7,69.9,61.5,43.4,52.86,,16,13.9,139.89,0,0,,,0,1037.6,-33.09275,27.7539
2018-7-6T23:0:0,london bushy park,51.7,69.9,60,39.2,47.35,,9.2,11.4,237.83,0,0,,,0.5,1034.1,-33.09275,27.7539
2018-7-7T23:0:0,london bushy park,46.5,73.5,61.4,43.6,54.09,,15.9,12.8,138.33,0,0,,18.6,0,1032.6,-33.09275,27.7539
2018-7-8T23:0:0,london bushy park,55.5,73.4,64.7,50.7,61.78,,10.3,20.8,140.59,0,0,,,0,1029.2,-33.09275,27.7539
2018-7-9T23:0:0,london bushy park,60.9,80.7,69.8,46.7,45.17,79.8,16.1,16.1,273.8,0,0,,12.4,6.4,1024,-33.09275,27.7539
2018-7-10T23:0:0,london bushy park,57.5,82.3,70.4,48.3,46.45,80.7,11.4,23,249.61,0,0,,24.9,0,1025.2,-33.09275,27.7539
2018-7-11T23:0:0,london bushy park,60.5,87.9,75.3,46.6,38.4,84.6,14.8,31.1,239.84,0,0,,15.5,1.6,1018.5,-33.09275,27.7539
2018-7-12T23:0:0,london bushy park,42.2,62.5,56.9,51.3,81.85,,18.3,16.1,247.94,0.2,8,,6.1,91,1016.7,-33.09275,27.7539
2018-7-13T23:0:0,london bushy park,41.3,60.9,54.4,41.8,62.98,,28.9,28.9,267.59,0,8,,6.2,25.6,1023.6,-33.09275,27.7539
2018-7-14T23:0:0,london bushy park,39.5,60.9,53.3,44.1,71.68,,12.8,11.4,211.61,0.1,4,,6.2,26.6,1036.7,-33.09275,27.7539
2018-7-15T23:0:0,london bushy park,46.1,64.5,56.5,44.1,64.15,,17.2,16.1,149.71,0,0,,24.9,0,1038.3,-33.09275,27.7539
2018-7-16T23:0:0,london bushy park,45.2,69.9,61.3,44,53.62,,18.3,18.3,57.28,0,0,,,0,,-33.09275,27.7539
2018-7-17T23:0:0,london bushy park,50.1,73.5,63,44.6,52.1,,10.3,24.2,105.62,0,0,,24.9,0,1030.1,-33.09275,27.7539
2018-7-18T23:0:0,london bushy park,52.4,75.1,64,40.4,42.6,,10.3,20.8,197.22,0,0,,18.6,0,1027.3,-33.09275,27.7539
2018-7-19T23:0:0,london bushy park,50.1,75.3,63.7,40.1,44.42,,10.3,27.7,245.41,0,0,,24.9,0,1023.8,-33.09275,27.7539
2018-7-20T23:0:0,london bushy park,57.5,82.5,68.4,39.8,37.03,80.1,11.4,27.7,202.11,0,0,,18.6,0,1022.4,-33.09275,27.7539
2018-7-21T23:0:0,london bushy park,55.7,82.5,68.9,39.3,36.56,80.2,17.2,17.2,235.5,0,0,,12.4,0,1026,-33.09275,27.7539
2018-7-22T23:0:0,london bushy park,60.9,84.3,70.2,40.6,37.46,81.5,11.4,26.4,208.53,0,0,,18.6,0.5,1025.3,-33.09275,27.7539
2018-7-23T23:0:0,london bushy park,63.8,86.1,75.1,38.1,27.07,82.9,16.1,25.3,311.67,0,0,,18.6,0,1024.8,-33.09275,27.7539
2018-7-24T23:0:0,london bushy park,50.1,68.1,60.3,53.3,78.28,,12.8,27.7,240.81,0,0,,7.6,33.7,1022.5,-33.09275,27.7539
2018-7-25T23:0:0,london bushy park,53.3,70,63.2,55.6,77.44,,18.3,12.8,120.22,0,0,,4,12.1,1025.9,-33.09275,27.7539
2018-7-26T23:0:0,london bushy park,51.2,82.5,66.1,47.3,55.54,80.2,31.1,35.8,271.76,0,0,,6.2,1.8,1016,-33.09275,27.7539
2018-7-27T23:0:0,london bushy park,51,66.3,61.4,51.1,69.29,,15,16.1,139.94,0,0,,6.2,12.6,1024,-33.09275,27.7539
2018-7-28T23:0:0,london bushy park,49.4,69.9,60.1,52.4,76.58,,26.4,18.3,249.18,0,0,,6.2,6.1,1017.9,-33.09275,27.7539
2018-7-29T23:0:0,london bushy park,42.9,68.1,59.6,46.9,63.91,,17.2,12.8,259.78,0,0,,6.2,2.2,1020.9,-33.09275,27.7539
2018-7-30T23:0:0,london bushy park,53.6,69.9,62.1,48.6,62.25,,19.7,16.1,118.06,0,0,,,2.7,1020.6,-33.09275,27.7539
2018-7-31T23:0:0,london bushy park,46.5,69.9,60.9,46.8,60.78,,23,25.3,247.83,0,0,,6.2,7.7,1012.9,-33.09275,27.7539
2018-8-1T23:0:0,london bushy park,45.8,62.7,58.3,48.2,69.94,,17.2,22.8,216.78,0,0,,7.7,51.9,1019.9,-33.09275,27.7539
2018-8-2T23:0:0,london bushy park,45.8,62.7,55.9,48.6,77.31,,9.2,15,167.29,0,12,,6.2,36.8,1025.6,-33.09275,27.7539
2018-8-3T23:0:0,london bushy park,48.5,69.9,60.9,51.3,71.53,,12.6,16.1,109.78,0,0,,6.2,14.9,1020.2,-33.09275,27.7539
2018-8-4T23:0:0,london bushy park,44,64.3,55.7,47.5,74.18,,20.8,17.2,257.28,0,4,,6.2,16.7,,-33.09275,27.7539
2018-8-5T23:0:0,london bushy park,48.3,66.3,58.4,41.8,55.69,,10.3,23,237.61,0,0,,,0,1019.6,-33.09275,27.7539
2018-8-6T23:0:0,london bushy park,39.3,62.5,56,36.5,48.72,,30.8,26.4,262.83,0,0,,11.4,10.5,1010.8,-33.09275,27.7539
2018-8-7T23:0:0,london bushy park,37.5,62.5,54.6,35.3,49.17,,23,22.8,253.5,0,0,,9.8,12.1,1025.1,-33.09275,27.7539
2018-8-8T23:0:0,london bushy park,43.8,60.9,54.6,44.1,68.5,,9.2,9.2,188.75,0,0,,8.1,25.5,1028.1,-33.09275,27.7539
2018-8-9T23:0:0,london bushy park,41.3,59.1,51.9,46.1,80.83,,36.9,27.7,280.42,0.2,8,,5.1,79.4,1018.8,-33.09275,27.7539
2018-8-10T23:0:0,london bushy park,50.1,68,58.4,38.1,49.21,,17.2,32.2,226.72,0.1,4,,12.4,6,1022.2,-33.09275,27.7539
2018-8-11T23:0:0,london bushy park,52.8,69.9,61.8,37.7,42.56,,11.4,40.3,184.44,0,4,,37.3,0,1017.3,-33.09275,27.7539
2018-8-12T23:0:0,london bushy park,49.7,66.3,58.6,48.4,69.97,,15,16.1,250.5,0,0,,6.2,13.8,1017.2,-33.09275,27.7539
2018-8-13T23:0:0,london bushy park,51.8,64.5,59.3,51.1,74.72,,15.9,19.7,247.76,0,0,,6.2,52.6,1021.5,-33.09275,27.7539
2018-8-14T23:0:0,london bushy park,44.3,62.7,57.9,49.9,75.08,,19.4,13.9,252.83,0,0,,6.2,44.1,1022.8,-33.09275,27.7539
2018-8-15T23:0:0,london bushy park,48.7,71.7,61.8,52.6,72.96,,16.1,25.3,141.32,0,4,,8.9,10.4,1018.5,-33.09275,27.7539
2018-8-16T23:0:0,london bushy park,37.1,60.9,54.4,43.5,67.46,,26.4,25.3,252.05,0,0,,6.2,31.4,1017.5,-33.09275,27.7539
2018-8-17T23:0:0,london bushy park,46.3,64.4,56.7,40.2,55.54,,19.7,36.9,144.53,0,0,,31.1,0,1032.5,-33.09275,27.7539
2018-8-18T23:0:0,london bushy park,52.2,77.1,64.6,42.9,47.28,,14.2,50.8,245.72,0,0,,6.2,12.7,1016.7,-33.09275,27.7539
2018-8-19T23:0:0,london bushy park,49.7,66.3,60.9,52.3,73.76,,13.9,12.8,239.67,0,0,,6.2,57.5,1015.6,-33.09275,27.7539
2018-8-20T23:0:0,london bushy park,54.6,58.2,55.8,52.4,88.49,,15,16.1,259.69,0,4,,4.4,87.2,1022.1,-33.09275,27.7539
2018-8-21T23:0:0,london bushy park,55.5,60.9,58.1,54.5,87.92,,16.1,13.9,232.36,0,4,,5.2,75.8,,-33.09275,27.7539
2018-8-22T23:0:0,london bushy park,45.2,66.3,59.1,46.7,64.27,,15.7,15.4,248.83,0,8,,6.2,8.2,1021.8,-33.09275,27.7539
2018-8-23T23:0:0,london bushy park,51.5,69.9,61.8,51.2,68.31,,19.3,19.2,142.12,0,0,,6.2,7.5,1025.2,-33.09275,27.7539
2018-8-24T23:0:0,london bushy park,58.9,87.9,70.8,50.4,53.31,84.6,17.2,27.7,165.41,0,0,,,0,1013.7,-33.09275,27.7539
2018-8-25T23:0:0,london bushy park,39.1,62.7,56.8,40.8,55.81,,31.1,28,238.11,0,4,,6.2,12.5,1006.7,-33.09275,27.7539
2018-8-26T23:0:0,london bushy park,48.2,64.5,55.2,25.9,33.23,,27.7,31.1,274.41,0,0,,31.1,0,1024.7,-33.09275,27.7539
2018-8-27T23:0:0,london bushy park,47.4,71.7,62,42.3,50.36,,27.7,29.5,250.17,0,0,,37.3,0,1024.6,-33.09275,27.7539
2018-8-28T23:0:0,london bushy park,48.3,68.1,60.8,49.7,67.86,,12.8,15.4,166.53,0,0,,12.4,1.6,1026.9,-33.09275,27.7539
2018-8-29T23:0:0,london bushy park,48.3,71.7,63.1,53.4,72.22,,10.3,13.5,173.06,0,0,,5,2.7,1016.9,-33.09275,27.7539
2018-8-30T23:0:0,london bushy park,57.6,82.5,71.3,51.5,56.06,80.7,20.8,28.9,205.56,0,0,,6.2,21.3,1010.9,-33.09275,27.7539
2018-8-31T23:0:0,london bushy park,57.7,69.9,64.7,59.1,82.52,,11.4,15.6,212.33,0,0,,6.2,33.3,1016.1,-33.09275,27.7539
2018-9-1T23:0:0,london bushy park,46.5,78.9,67.1,60.5,80.87,,16.8,25.3,122.56,0.1,4,,6,27.8,1014.4,-33.09275,27.7539
2018-9-2T23:0:0,london bushy park,46.4,64.5,57.5,51.1,79.57,,30,38,259.33,0.4,8,,5.5,45,,-33.09275,27.7539
2018-9-3T23:0:0,london bushy park,53.7,75.5,65.4,52.1,63.89,,11.4,18.4,132,0,4,,,0,1015.1,-33.09275,27.7539
2018-9-4T23:0:0,london bushy park,49.8,71.5,63.4,54.8,74.21,,17.2,20.6,240.67,0,0,,6.2,24.4,1007.5,-33.09275,27.7539
2018-9-5T23:0:0,london bushy park,43.4,55.6,52.4,46.7,81.28,,16.1,23.4,258.5,1,12,,5.5,75.6,1018.3,-33.09275,27.7539
2018-9-6T23:0:0,london bushy park,44.6,62.7,54,44.7,71.98,,13.8,20.6,253.17,0.7,8,,6.2,39.7,1017.1,-33.09275,27.7539
2018-9-7T23:0:0,london bushy park,44,60.9,56.3,40.2,55.22,,31.1,34.9,276.44,0,8,,10.1,19.1,1013.1,-33.09275,27.7539
2018-9-8T23:0:0,london bushy park,44.4,62.7,56.1,41.2,58.22,,30,34.2,259.78,0,4,,7.9,34,1020.8,-33.09275,27.7539
2018-9-9T23:0:0,london bushy park,46.9,66.3,59.7,44.9,59.48,,15,14.5,167.44,0,0,,6.2,7.6,1026.3,-33.09275,27.7539
2018-9-10T23:0:0,london bushy park,46.7,73.6,63.6,49.6,62.67,,10.4,13.8,147.87,0,0,,,0,1018.4,-33.09275,27.7539
2018-9-11T23:0:0,london bushy park,50.2,71.7,62,50.8,67.34,,24.5,21.2,232,0,0,,6.2,27.3,1010.6,-33.09275,27.7539
2018-9-12T23:0:0,london bushy park,48,73.5,63,47.5,58.23,,17.2,20.8,249.94,0,0,,6.2,9.1,1016.2,-33.09275,27.7539
2018-9-13T23:0:0,london bushy park,47.2,68.1,60.5,49.1,66.95,,24.2,7,234.5,0,0,,,0,,-33.09275,27.7539
2018-9-14T23:0:0,london bushy park,51.7,69.9,62.1,49.5,63.93,,26.4,20,255,0,0,,11.2,14.9,1017.2,-33.09275,27.7539
2018-9-15T23:0:0,london bushy park,51.9,68.1,63.1,55.4,76.42,,19.7,28.2,88.41,0,0,,6.2,39.9,1012,-33.09275,27.7539
2018-9-16T23:0:0,london bushy park,59.7,69.2,64.5,55.5,74.05,,19.5,21.9,119,0,0,,18.6,44.1,1007.5,-33.09275,27.7539
2018-9-17T23:0:0,london bushy park,49.9,69.9,63.6,48.2,59.16,,10.3,17.3,194.75,0,0,,6.2,3.2,,-33.09275,27.7539
2018-9-18T23:0:0,london bushy park,43.2,66.3,59.5,46.4,62.5,,31.1,25,243.8,0,4,,6.8,20.1,1016,-33.09275,27.7539
2018-9-19T23:0:0,london bushy park,42.2,64.5,57.2,42.8,59.95,,12.8,39.1,128.64,0,0,,10.9,19.7,1030.7,-33.09275,27.7539
2018-9-20T23:0:0,london bushy park,49,68.1,60.3,45.3,58.73,,13.9,18.8,232.72,0,4,,15.5,1.7,1022.3,-33.09275,27.7539
2018-9-21T23:0:0,london bushy park,46.1,69.9,61.5,48.3,63.51,,13.9,16.9,184.72,0,0,,6.2,24,,-33.09275,27.7539
2018-9-22T23:0:0,london bushy park,50.7,69.9,63,55.1,76.13,,14.8,17.4,203.39,0,0,,6.1,12.5,1020,-33.09275,27.7539
2018-9-23T23:0:0,london bushy park,66.8,66.8,66.8,51.2,57.28,,9.3,13.9,124,0,0,,,0,,-33.09275,27.7539
2018-9-24T23:0:0,london bushy park,50.6,86,68.8,54.7,64.41,84.5,24.2,33.3,262.16,0,0,,6.1,20.6,,-33.09275,27.7539
2018-9-25T23:0:0,london bushy park,52.7,71.7,64.1,50.9,63.64,,18.3,20.2,200.94,0,0,,9.3,1.7,1013.3,-33.09275,27.7539
2018-9-26T23:0:0,london bushy park,55.7,78.9,67.9,53.3,61.73,,10.3,16.2,155,0,0,,12.4,0,1014.8,-33.09275,27.7539
2018-9-27T23:0:0,london bushy park,50.8,80.4,65.1,48.2,55.28,79.6,41.5,32.2,226.28,0,0,,14.3,1.7,1010.8,-33.09275,27.7539
2018-9-28T23:0:0,london bushy park,51.5,69.5,62.7,46.7,56.39,,21.9,24.2,187.22,0,0,,6.7,23.9,1025.1,-33.09275,27.7539
2018-9-29T23:0:0,london bushy park,58,77.2,69.7,55.7,62.39,,20.8,23.8,59.28,0,0,,12.4,0,1027.7,-33.09275,27.7539
2018-9-30T23:0:0,london bushy park,60.3,84.3,72.8,55.7,60.6,83.2,20.8,22.7,227.94,0.2,4,,7.1,23.4,1011.9,-33.09275,27.7539
2018-10-1T23:0:0,london bushy park,49.1,73.5,64.4,54.4,72.09,,33.3,41.4,235.94,0.1,8,,6,53.7,1014,-33.09275,27.7539
2018-10-2T23:0:0,london bushy park,45.6,62.7,57.3,47.8,71.77,,21.8,37.5,226.89,0.7,8,,5.7,55.3,1025.4,-33.09275,27.7539
2018-10-3T23:0:0,london bushy park,47.3,68,61.2,47.9,62.51,,13.9,20.7,172.88,0,0,,6.9,20.1,1032.1,-33.09275,27.7539
2018-10-4T23:0:0,london bushy park,53.2,71.7,64.4,51.7,64.14,,18.3,14.2,103,0,0,,24.9,0,1026,-33.09275,27.7539
2018-10-5T23:0:0,london bushy park,52.3,73.7,66.9,58,73.64,,14.8,16.5,150.44,0,0,,7,26.7,1020,-33.09275,27.7539
2018-10-6T23:0:0,london bushy park,56.3,75.3,68,60.3,76.88,,24.7,21.4,57.06,0,0,,6.2,32.8,1022.1,-33.09275,27.7539
2018-10-7T23:0:0,london bushy park,62.3,94.4,71.8,60.7,70.06,93.8,23,27.2,54.65,0,4,,6.2,2.3,1020,-33.09275,27.7539
2018-10-8T23:0:0,london bushy park,62.7,79.2,71.2,60.9,72.22,,13.5,25.5,77.21,0,0,,5.9,0,1013.4,-33.09275,27.7539
2018-10-9T23:0:0,london bushy park,60.9,72,67.3,60.2,78.28,,13.9,16,217.87,0,4,,6.7,55.2,1013.2,-33.09275,27.7539
2018-10-10T23:0:0,london bushy park,56.3,71.7,67.1,60.1,78.28,,25.3,21.5,245.06,0,4,,6.2,56.8,1013.7,-33.09275,27.7539
2018-10-11T23:0:0,london bushy park,46.9,62.8,57.2,52.9,86.09,,16.1,23.8,226.28,0.4,8,,4.7,77.7,1019.5,-33.09275,27.7539
2018-10-12T23:0:0,london bushy park,49.4,66.3,60.7,49.4,67.06,,17.2,24.6,134.35,0,4,,6.2,35.9,1028,-33.09275,27.7539
2018-10-13T23:0:0,london bushy park,56.9,70.2,64,52.4,66.99,,23,27.6,57.62,0.1,4,,9.3,14.2,1021.5,-33.09275,27.7539
2018-10-14T23:0:0,london bushy park,55.1,71.7,64.1,54.3,71.26,,24.2,25.3,233.72,0,0,,6.2,19,,-33.09275,27.7539
2018-10-15T23:0:0,london bushy park,46.5,69.9,61.2,53,74.97,,20.6,31.4,239.06,0.1,8,,7,55.4,1019.4,-33.09275,27.7539
2018-10-16T23:0:0,london bushy park,46.4,64.5,58.7,48.8,70.65,,15,15.4,206.89,0,0,,6.2,43.1,1021.1,-33.09275,27.7539
2018-10-17T23:0:0,london bushy park,49.1,68.3,61.8,49.9,66.04,,21.9,16.8,117.78,0,0,,6.2,0,1021.7,-33.09275,27.7539
2018-10-18T23:0:0,london bushy park,56.8,71.7,64.4,54.7,71.63,,25.9,36.9,234.35,0,4,,6.2,32.3,1019.3,-33.09275,27.7539
2018-10-19T23:0:0,london bushy park,46.2,65.9,59.7,46.7,64.15,,24.2,21.2,224.06,0.3,12,,5.9,44,1027.3,-33.09275,27.7539
2018-10-20T23:0:0,london bushy park,46.4,66.3,59.8,42.6,54.05,,13.9,24.2,145.29,0,0,,6.7,28.6,1034.6,-33.09275,27.7539
2018-10-21T23:0:0,london bushy park,53.3,69.9,63.6,50.3,62.43,,26.1,30.2,49.22,0,0,,7.5,10.3,1031.9,-33.09275,27.7539
2018-10-22T23:0:0,london bushy park,55.5,84.8,71.5,54.4,57.9,85.2,13.9,24.6,69.06,0,0,,12.4,0,1024.5,-33.09275,27.7539
2018-10-23T23:0:0,london bushy park,60.9,89.7,76.9,53.1,48.75,86.5,11.4,23.4,177.53,0,0,,8.1,3.2,1020,-33.09275,27.7539
2018-10-24T23:0:0,london bushy park,57.3,78.9,70.7,62.1,77.16,,11.4,17.2,131.89,0,0,,5.7,4.1,1019.4,-33.09275,27.7539
2018-10-25T23:0:0,london bushy park,61.2,75.3,68.7,63.6,84.5,,17,26.1,221.32,0,0,,5.9,43.7,1020.5,-33.09275,27.7539
2018-10-26T23:0:0,london bushy park,61.6,75.6,70.1,61,73.79,,18.3,19.6,91.94,0,0,,6.2,55.5,1023.7,-33.09275,27.7539
2018-10-27T23:0:0,london bushy park,64.1,77.8,71.8,63.3,75.29,,24.2,25.7,60.85,0,0,,6.2,8.7,1015.9,-33.09275,27.7539
2018-10-29T0:0:0,london bushy park,66.3,83.6,75.5,63.8,69.36,84.9,17,31.1,57.16,0,0,,,5,1004.4,-33.09275,27.7539
2018-10-30T0:0:0,london bushy park,47.9,73.4,64.1,48.2,57.3,,39.6,42.9,219.67,0,0,,7.3,27.1,1007.1,-33.09275,27.7539
2018-10-31T0:0:0,london bushy park,45.2,62.7,58.1,43.3,58.29,,24.2,29.3,240.16,0,0,,6.9,30.3,1018.2,-33.09275,27.7539
2018-11-1T0:0:0,london bushy park,48.1,66.3,59.3,43.5,57.12,,18,22.4,232.9,0,0,,6.2,5.4,1021.8,-33.09275,27.7539
2018-11-2T0:0:0,london bushy park,50.8,68.1,61.9,47.9,60.65,,15,22.6,154.63,0,0,,8.1,15.3,1023.6,-33.09275,27.7539
2018-11-3T0:0:0,london bushy park,55.7,72.3,66.9,53.3,62.21,,26.4,27.3,43.78,0,0,,24.9,2.1,1014.3,-33.09275,27.7539
2018-11-4T0:0:0,london bushy park,51.4,80.8,65.4,55.7,72.35,81.4,28.2,36,181.35,0.1,4,,5.5,26.1,1008.1,-33.09275,27.7539
2018-11-5T0:0:0,london bushy park,46.4,71.7,62.7,51.2,66.97,,21.6,28.6,230.26,0,4,,6.2,33.8,1012.7,-33.09275,27.7539
2018-11-6T0:0:0,london bushy park,48,66.3,57.7,44.5,63.15,,28.9,37.2,254.94,0.1,16,,6.2,40,1020.6,-33.09275,27.7539
2018-11-7T0:0:0,london bushy park,48.4,62.7,57.6,49.7,75.51,,18.3,37.2,193.65,0.2,12,,5.7,68.8,1027,-33.09275,27.7539
2018-11-8T0:0:0,london bushy park,52.9,70.3,63.8,50.8,63.25,,23,18.9,97.37,0,0,,,0.5,1024.7,-33.09275,27.7539
2018-11-9T0:0:0,london bushy park,51.8,73.7,65.9,56.5,72.53,,19.7,16.8,142.79,0,0,,6.2,8.8,1020.5,-33.09275,27.7539
2018-11-10T0:0:0,london bushy park,59,81,71.2,60.1,69.98,81.6,11.4,23.8,100.56,0,0,,6.2,19,1019.2,-33.09275,27.7539
2018-11-11T0:0:0,london bushy park,59.5,75.3,70.3,64.6,82.51,,21.9,29.5,75.76,0,0,,6.2,58.9,1018,-33.09275,27.7539
2018-11-12T0:0:0,london bushy park,65.6,77.7,71.8,63.4,75.54,,25.3,31,58.16,0,0,,6.2,14.4,1013.8,-33.09275,27.7539
2018-11-13T0:0:0,london bushy park,61.4,78.9,68.2,62.2,81.77,,25.3,31,186.95,0,0,,6.2,70,1013.5,-33.09275,27.7539
2018-11-14T0:0:0,london bushy park,61.8,73.5,68.4,60.1,75.81,,16.1,17.6,200.45,0,0,,7.1,61,1015.4,-33.09275,27.7539
2018-11-15T0:0:0,london bushy park,58,73.7,68.7,61.4,78.33,,15,18.8,182.42,0,4,,6.2,57.7,1016.6,-33.09275,27.7539
2018-11-16T0:0:0,london bushy park,58.9,75.3,69.8,62.3,78.02,,11.5,21.9,187.43,0,4,,6.2,48.2,1017.7,-33.09275,27.7539
2018-11-22T0:0:0,london bushy park,53,53,53,47,80.2,,4.2,5.4,87,0,0,,,0,,-33.09275,27.7539
2018-11-23T0:0:0,london bushy park,53,73.5,65.7,54.4,67.84,,24.8,26.7,96.56,0,0,,6.2,15.3,1014,-33.09275,27.7539
2018-11-24T0:0:0,london bushy park,59.2,80.7,71.8,62.1,72.8,81.9,18.3,26.7,66.05,0,0,,6.2,25.1,1012.8,-33.09275,27.7539
